,docno,qid,rank,score,new_score
1469,114_hr5052,q7,405.0,1,
1470,114_s2140,q7,406.0,1,
1471,114_hr5221,q7,426.0,1,
1472,114_hr3158,q7,430.0,1,
1473,114_hr6440,q7,438.0,1,
1474,114_hr3595,q7,449.0,1,
1475,114_hr3498,q7,456.0,1,
1476,114_hr4740,q7,468.0,1,
1477,114_hr4939,q7,470.0,1,
1478,114_hr4201,q7,473.0,1,
1479,114_hr473,q7,475.0,1,
1480,114_hr5607,q7,478.0,1,
1481,114_hr1853,q7,479.0,1,
1482,114_s3164,q7,480.0,1,
1483,114_hr583,q7,482.0,1,
1484,114_s1752,q7,483.0,1,
1485,114_s2131,q7,485.0,1,
1486,114_s2537,q7,487.0,1,
1487,114_hr3612,q7,490.0,1,
1488,114_s1970,q7,497.0,1,
1489,114_hr3638,q7,498.0,1,
1490,114_hr6484,q7,501.0,1,
1491,114_s290,q7,509.0,1,
1492,114_s1120,q7,516.0,1,
1493,114_s2971,q7,526.0,1,
1494,114_hr3411,q7,542.0,1,
1495,114_s2645,q7,544.0,1,
1496,114_hr1782,q7,558.0,1,
1497,114_s1030,q7,567.0,1,
1498,114_s1751,q7,598.0,1,
1499,114_hr3833,q7,601.0,1,
1500,114_s348,q7,603.0,1,
1501,114_hr2939,q7,608.0,1,
1502,114_s1476,q7,610.0,1,
1503,114_s2193,q7,612.0,1,
1504,114_hr5694,q7,614.0,1,
1505,114_hr4143,q7,624.0,1,
1506,114_hr3746,q7,625.0,1,
1507,114_s1984,q7,628.0,1,
1508,114_hr6133,q7,631.0,1,
1509,114_s27,q7,635.0,1,
1510,114_s2298,q7,638.0,1,
1511,114_hr3694,q7,643.0,1,
1512,114_hr4447,q7,647.0,1,
1513,114_hr4905,q7,648.0,1,
1514,114_hr429,q7,649.0,1,
1515,114_hr4754,q7,650.0,1,
1516,114_s2161,q7,652.0,1,
1517,114_s678,q7,653.0,1,
1518,114_hr3830,q7,654.0,1,
1519,114_hr6499,q7,655.0,1,
1520,114_hr3295,q7,664.0,1,
1521,114_hr4886,q7,665.0,1,
1522,114_hr3815,q7,668.0,1,
1523,114_hr1538,q7,676.0,1,
1524,114_s683,q7,677.0,1,
1525,114_s2205,q7,682.0,1,
1526,114_hr3530,q7,699.0,1,
1527,114_hr3156,q7,706.0,1,
1528,114_hr5930,q7,708.0,1,
1529,114_hr1945,q7,710.0,1,
1530,114_hr2003,q7,711.0,1,
1531,114_hr5603,q7,713.0,1,
1532,114_hr4264,q7,714.0,1,
1533,114_hr2408,q7,724.0,1,
1534,114_s2040,q7,755.0,1,
1535,114_hr1493,q7,757.0,1,
1536,114_hr5512,q7,898.0,1,
1537,114_s2931,q7,899.0,1,
1538,114_hr2398,q7,995.0,1,
1539,114_s3449,q7,996.0,1,
1540,114_s2870,q7,999.0,1,
1541,114_hr4613,q7,1013.0,1,
1542,114_hr988,q7,1038.0,1,
1543,114_hr4654,q7,1043.0,1,
1544,114_hr3124,q7,1046.0,1,
1545,114_s529,q7,1053.0,1,
1546,114_hr5862,q7,1062.0,1,
1547,114_hr6113,q7,1063.0,1,
1548,114_hr4320,q7,1065.0,1,
1549,114_hr1490,q7,1086.0,1,
1550,114_hr5449,q7,1105.0,1,
1551,114_hr380,q7,1113.0,1,
1552,114_hr5218,q7,1117.0,1,
1553,114_hr44,q7,1139.0,1,
1554,114_hr2026,q7,1140.0,1,
1555,114_s3434,q7,1142.0,1,
1556,114_hr5222,q7,1157.0,1,
1557,114_s1965,q7,1159.0,1,
1558,114_s3360,q7,1172.0,1,
1559,114_hr4237,q7,1176.0,1,
1560,114_hr3408,q7,1192.0,1,
1561,114_hr5854,q7,1210.0,1,
1562,114_hr2856,q7,1211.0,1,
1563,114_hr4748,q7,1214.0,1,
1564,114_s3418,q7,1221.0,1,
1565,114_hr1466,q7,1223.0,1,
1566,114_s2581,q7,1224.0,1,
1567,114_hr4635,q7,1230.0,1,
1568,114_hr3962,q7,1231.0,1,
1569,114_hr5130,q7,1243.0,1,
1570,114_s3511,q7,1250.0,1,
1571,114_hr2872,q7,1258.0,1,
1572,114_s3155,q7,1259.0,1,
1573,114_s1929,q7,1262.0,1,
1574,114_hr5100,q7,1266.0,1,
1575,114_hr4141,q7,1269.0,1,
1576,114_s1494,q7,1271.0,1,
1577,114_hr1463,q7,1273.0,1,
1578,114_s1537,q7,1287.0,1,
1579,114_hr4930,q7,1289.0,1,
1580,114_s2280,q7,1290.0,1,
1581,114_s449,q7,1293.0,1,
1582,114_hr3302,q7,1304.0,1,
1583,114_s1759,q7,1305.0,1,
1584,114_hr540,q7,1309.0,1,
1585,114_hr3319,q7,1317.0,1,
1586,114_s2066,q7,1318.0,1,
1587,114_hr3606,q7,1325.0,1,
1588,114_s2237,q7,1330.0,1,
1589,114_s1831,q7,1336.0,1,
1590,114_hr6057,q7,1337.0,1,
1591,114_s2316,q7,1342.0,1,
1592,114_hr5241,q7,1343.0,1,
1593,114_hr3792,q7,1346.0,1,
1594,114_s1871,q7,1348.0,1,
1595,114_s1769,q7,1349.0,1,
1596,114_s1527,q7,1350.0,1,
1597,114_hr4912,q7,1363.0,1,
1598,114_hr1435,q7,1365.0,1,
1599,114_hr6423,q7,1371.0,1,
1600,114_hr5922,q7,1372.0,1,
1601,114_s3193,q7,1373.0,1,
1602,114_s3128,q7,1374.0,1,
1603,114_hr5145,q7,1375.0,1,
1604,114_s2603,q7,1378.0,1,
1605,114_s1446,q7,1380.0,1,
1606,114_hr57,q7,1383.0,1,
1607,114_hr5549,q7,1384.0,1,
1608,114_s3538,q7,1388.0,1,
1609,114_hr2233,q7,1390.0,1,
1610,114_hr5666,q7,1397.0,1,
1611,114_hr5834,q7,1403.0,1,
1612,114_hr5735,q7,1404.0,1,
1613,114_s3072,q7,1405.0,1,
1614,114_s2558,q7,1407.0,1,
1615,114_hr3383,q7,1408.0,1,
1616,114_s558,q7,1409.0,1,
1617,114_s868,q7,1411.0,1,
1618,114_hr5606,q7,1426.0,1,
1619,114_hr4991,q7,1427.0,1,
1620,114_hr5008,q7,1428.0,1,
1621,114_hr4802,q7,1430.0,1,
1622,114_s2216,q7,1433.0,1,
1623,114_s3332,q7,1441.0,1,
1624,114_s2534,q7,1442.0,1,
1625,114_s2209,q7,1443.0,1,
1626,114_hr4482,q7,1449.0,1,
1627,114_hr5405,q7,1457.0,1,
1628,114_hr5230,q7,1458.0,1,
1629,114_s2541,q7,1459.0,1,
1630,114_s2369,q7,1461.0,1,
1631,114_hr2024,q7,1464.0,1,
1632,114_hr1778,q7,1466.0,1,
1633,114_s355,q7,1467.0,1,
1634,114_hr4180,q7,1477.0,1,
1635,114_hr1625,q7,1483.0,1,
1636,114_hr1174,q7,1484.0,1,
1637,114_s3099,q7,1492.0,1,
1638,114_s511,q7,1495.0,1,
1639,114_hr5023,q7,1500.0,1,
1640,114_hr3829,q7,1506.0,1,
1641,114_s3077,q7,1510.0,1,
1642,114_hr3515,q7,1514.0,1,
1643,114_hr1069,q7,1527.0,1,
1644,114_s2324,q7,1529.0,1,
1645,114_hr2034,q7,1531.0,1,
1646,114_hr3282,q7,1533.0,1,
1647,114_hr2100,q7,1535.0,1,
1648,114_s483,q7,1540.0,1,
1649,114_s2986,q7,1543.0,1,
1650,114_s2802,q7,1546.0,1,
1651,114_hr2045,q7,1552.0,1,
1652,114_hr4731,q7,1556.0,1,
1653,114_hr400,q7,1557.0,1,
1654,114_s1616,q7,1558.0,1,
1655,114_hr2899,q7,1559.0,1,
1656,114_hr2621,q7,1561.0,1,
1657,114_hr2920,q7,1562.0,1,
1658,114_s895,q7,1564.0,1,
1659,114_hr5216,q7,1570.0,1,
1660,114_hr4538,q7,1576.0,1,
1661,114_hr5203,q7,1577.0,1,
1662,114_s1121,q7,1585.0,1,
1663,114_hr6130,q7,1594.0,1,
1664,114_hr4981,q7,1596.0,1,
1665,114_hr5471,q7,1598.0,1,
1666,114_hr4978,q7,1610.0,1,
1667,114_hr699,q7,1614.0,1,
1668,114_hr2669,q7,1616.0,1,
1669,114_hr639,q7,1627.0,1,
1670,114_s434,q7,1629.0,1,
1671,114_hr5049,q7,1632.0,1,
1672,114_hr3842,q7,1637.0,1,
1673,114_hr5424,q7,1641.0,1,
1674,114_hr4646,q7,1646.0,1,
1675,114_hr3338,q7,1650.0,1,
1676,114_hr1607,q7,1651.0,1,
1677,114_s356,q7,1659.0,1,
1678,114_hr4365,q7,1660.0,1,
1679,114_s802,q7,1666.0,1,
1680,114_hr7,q7,1669.0,1,
1681,114_s1603,q7,1671.0,1,
1682,114_hr4938,q7,1674.0,1,
1683,114_hr3662,q7,1696.0,1,
1684,114_s2425,q7,1699.0,1,
1685,113_s2209,q7,1774.0,1,
1686,113_s1041,q7,1791.0,1,
1687,113_hr5732,q7,1803.0,1,
1688,113_hr5485,q7,1817.0,1,
1689,113_hr421,q7,1820.0,1,
1690,113_s1549,q7,1826.0,1,
1691,113_hr2187,q7,1840.0,1,
1692,113_hr3566,q7,1842.0,1,
1693,113_hr4708,q7,1843.0,1,
1694,113_hr401,q7,1846.0,1,
1695,113_hr2269,q7,1850.0,1,
1696,113_s730,q7,1856.0,1,
1697,113_hr5789,q7,1868.0,1,
1698,113_hr955,q7,1871.0,1,
1699,113_s2941,q7,1872.0,1,
1700,113_hr4961,q7,1874.0,1,
1701,113_s128,q7,1876.0,1,
1702,113_s1471,q7,1883.0,1,
1703,113_s2676,q7,1897.0,1,
1704,113_hr3106,q7,1910.0,1,
1705,113_hr2884,q7,1911.0,1,
1706,113_hr4534,q7,1929.0,1,
1707,113_hr3153,q7,1936.0,1,
1708,113_s2160,q7,1939.0,1,
1709,113_s901,q7,1940.0,1,
1710,113_hr2669,q7,1945.0,1,
1711,113_hr5858,q7,1946.0,1,
1712,113_s433,q7,1950.0,1,
1713,113_s1799,q7,1952.0,1,
1714,113_hr1447,q7,1953.0,1,
1715,113_hr2744,q7,1956.0,1,
1716,113_hr227,q7,1958.0,1,
1717,113_s691,q7,1959.0,1,
1718,113_hr5865,q7,1974.0,1,
1719,113_s148,q7,1989.0,1,
1720,113_s1917,q7,1995.0,1,
1721,113_hr5209,q7,1999.0,1,
1722,113_hr3388,q7,2002.0,1,
1723,113_s792,q7,2004.0,1,
1724,113_hr3610,q7,2009.0,1,
1725,113_hr4986,q7,2013.0,1,
1726,113_s2504,q7,2014.0,1,
1727,113_s298,q7,2017.0,1,
1728,113_s2597,q7,2018.0,1,
1729,113_hr4842,q7,2019.0,1,
1730,113_hr637,q7,2021.0,1,
1731,113_hr3382,q7,2022.0,1,
1732,113_hr2955,q7,2023.0,1,
1733,113_hr3451,q7,2025.0,1,
1734,113_s1823,q7,2026.0,1,
1735,113_hr1728,q7,2028.0,1,
1736,113_s2599,q7,2030.0,1,
1737,113_hr1962,q7,2036.0,1,
1738,113_s2904,q7,2040.0,1,
1739,113_hr3875,q7,2062.0,1,
1740,113_s1733,q7,2072.0,1,
1741,113_s1638,q7,2080.0,1,
1742,113_hr332,q7,2081.0,1,
1743,113_hr2812,q7,2097.0,1,
1744,113_s2301,q7,2102.0,1,
1745,113_s1393,q7,2107.0,1,
1746,113_hr329,q7,2127.0,1,
1747,113_s179,q7,2130.0,1,
1748,113_hr5536,q7,2138.0,1,
1749,113_hr2772,q7,2139.0,1,
1750,113_hr4022,q7,2142.0,1,
1751,113_hr1441,q7,2145.0,1,
1752,113_hr2579,q7,2149.0,1,
1753,113_hr2602,q7,2151.0,1,
1754,113_s2142,q7,2153.0,1,
1755,113_hr4123,q7,2154.0,1,
1756,113_hr3018,q7,2155.0,1,
1757,113_s793,q7,2166.0,1,
1758,113_s1362,q7,2173.0,1,
1759,113_hr2879,q7,2185.0,1,
1760,113_hr3580,q7,2198.0,1,
1761,113_hr4907,q7,2199.0,1,
1762,113_hr301,q7,2209.0,1,
1763,113_s1535,q7,2210.0,1,
1764,113_hr236,q7,2217.0,1,
1765,113_hr2229,q7,2224.0,1,
1766,113_hr2227,q7,2230.0,1,
1767,113_s2874,q7,2233.0,1,
1768,113_hr3611,q7,2245.0,1,
1769,113_s1001,q7,2254.0,1,
1770,113_hr4652,q7,2260.0,1,
1771,113_s2344,q7,2261.0,1,
1772,113_hr3635,q7,2263.0,1,
1773,113_hr5454,q7,2269.0,1,
1774,113_hr5261,q7,2278.0,1,
1775,113_hr4041,q7,2281.0,1,
1776,113_s2550,q7,2287.0,1,
1777,113_hr3669,q7,2289.0,1,
1778,113_hr3143,q7,2293.0,1,
1779,113_hr5778,q7,2295.0,1,
1780,113_s1745,q7,2296.0,1,
1781,113_hr5267,q7,2297.0,1,
1782,113_hr2005,q7,2303.0,1,
1783,113_hr5837,q7,2308.0,1,
1784,113_hr4640,q7,2311.0,1,
1785,113_hr3475,q7,2318.0,1,
1786,113_hr5703,q7,2322.0,1,
1787,113_s2068,q7,2323.0,1,
1788,113_hr5892,q7,2328.0,1,
1789,113_hr1492,q7,2329.0,1,
1790,113_hr3412,q7,2337.0,1,
1791,113_hr4086,q7,2338.0,1,
1792,113_hr1833,q7,2531.0,1,
1793,113_hr3706,q7,2538.0,1,
1794,113_hr2735,q7,2549.0,1,
1795,113_s992,q7,2559.0,1,
1796,113_s2695,q7,2577.0,1,
1797,113_hr4451,q7,2592.0,1,
1798,113_hr793,q7,2599.0,1,
1799,113_hr3911,q7,2605.0,1,
1800,113_hr2960,q7,2612.0,1,
1801,113_s2703,q7,2621.0,1,
1802,113_hr2999,q7,2631.0,1,
1803,113_hr4485,q7,2636.0,1,
1804,113_hr5843,q7,2662.0,1,
1805,113_s2920,q7,2663.0,1,
1806,113_hr2230,q7,2675.0,1,
1807,113_s2267,q7,2686.0,1,
1808,113_hr3557,q7,2692.0,1,
1809,113_hr2064,q7,2720.0,1,
1810,113_s2401,q7,2722.0,1,
1811,113_hr1477,q7,2723.0,1,
1812,113_hr868,q7,2729.0,1,
1813,113_hr3881,q7,2731.0,1,
1814,113_hr4069,q7,2743.0,1,
1815,113_hr2818,q7,2744.0,1,
1816,113_hr5849,q7,2748.0,1,
1817,113_hr3082,q7,2759.0,1,
1818,113_hr3159,q7,2776.0,1,
1819,113_s2944,q7,2781.0,1,
1820,113_s1581,q7,2785.0,1,
1821,113_s145,q7,2787.0,1,
1822,113_hr4499,q7,2799.0,1,
1823,113_hr3756,q7,2800.0,1,
1824,113_hr3902,q7,2803.0,1,
1825,113_s2876,q7,2821.0,1,
1826,113_hr5143,q7,2822.0,1,
1827,113_hr3775,q7,2825.0,1,
1828,113_hr2936,q7,2832.0,1,
1829,113_hr1635,q7,2833.0,1,
1830,113_hr3209,q7,2845.0,1,
1831,113_hr5595,q7,2846.0,1,
1832,113_hr2849,q7,2847.0,1,
1833,113_hr2624,q7,2850.0,1,
1834,113_s2875,q7,2852.0,1,
1835,113_hr4709,q7,2864.0,1,
1836,113_s2343,q7,2865.0,1,
1837,113_hr2720,q7,2867.0,1,
1838,113_hr3714,q7,2869.0,1,
1839,113_hr4573,q7,2872.0,1,
1840,113_hr5593,q7,2874.0,1,
1841,113_s2531,q7,2877.0,1,
1842,113_hr4390,q7,2879.0,1,
1843,113_s1277,q7,2884.0,1,
1844,113_hr2281,q7,2900.0,1,
1845,113_s2268,q7,2903.0,1,
1846,113_hr4279,q7,2904.0,1,
1847,113_hr3921,q7,2908.0,1,
1848,113_hr3526,q7,2910.0,1,
1849,113_hr2652,q7,2911.0,1,
1850,113_hr5886,q7,2914.0,1,
1851,113_hr5411,q7,2915.0,1,
1852,113_hr5318,q7,2918.0,1,
1853,113_s2423,q7,2920.0,1,
1854,113_hr4676,q7,2921.0,1,
1855,113_hr2206,q7,2923.0,1,
1856,113_hr1730,q7,2924.0,1,
1857,113_s115,q7,2926.0,1,
1858,113_hr4090,q7,2934.0,1,
1859,113_s2586,q7,2938.0,1,
1860,113_hr4066,q7,2939.0,1,
1861,113_s1666,q7,2942.0,1,
1862,113_hr5698,q7,2945.0,1,
1863,113_hr2438,q7,2947.0,1,
1864,113_hr4771,q7,2948.0,1,
1865,113_hr3092,q7,2949.0,1,
1866,113_hr3190,q7,2952.0,1,
1867,113_hr5081,q7,2954.0,1,
1868,113_hr5093,q7,2956.0,1,
1869,113_s1955,q7,2957.0,1,
1870,113_s32,q7,2961.0,1,
1871,113_s3010,q7,2965.0,1,
1872,113_hr5874,q7,2966.0,1,
1873,113_s2956,q7,2967.0,1,
1874,113_hr5340,q7,2970.0,1,
1875,113_s2591,q7,2971.0,1,
1876,113_hr1133,q7,2976.0,1,
1877,113_s1081,q7,2977.0,1,
1878,113_hr2931,q7,2987.0,1,
1879,113_hr2912,q7,2988.0,1,
1880,113_s480,q7,2995.0,1,
1881,113_hr4065,q7,2999.0,1,
1882,113_hr3616,q7,3001.0,1,
1883,113_hr3146,q7,3006.0,1,
1884,113_hr2399,q7,3007.0,1,
1885,113_hr2361,q7,3008.0,1,
1886,113_hr3642,q7,3016.0,1,
1887,113_hr3392,q7,3017.0,1,
1888,113_s1597,q7,3018.0,1,
1889,113_hr2664,q7,3019.0,1,
1890,113_hr2292,q7,3020.0,1,
1891,113_s294,q7,3021.0,1,
1892,113_hr2016,q7,3029.0,1,
1893,113_s2862,q7,3030.0,1,
1894,113_s2647,q7,3031.0,1,
1895,113_s2615,q7,3032.0,1,
1896,113_s33,q7,3034.0,1,
1897,113_hr5629,q7,3036.0,1,
1898,113_s1770,q7,3039.0,1,
1899,113_hr418,q7,3042.0,1,
1900,113_hr5524,q7,3047.0,1,
1901,113_s1463,q7,3050.0,1,
1902,113_s2781,q7,3051.0,1,
1903,113_hr4347,q7,3053.0,1,
1904,113_s1752,q7,3054.0,1,
1905,113_s2025,q7,3055.0,1,
1906,113_hr3431,q7,3056.0,1,
1907,113_hr3299,q7,3058.0,1,
1908,113_s548,q7,3059.0,1,
1909,113_s1149,q7,3060.0,1,
1910,113_hr1199,q7,3062.0,1,
1911,113_s1130,q7,3067.0,1,
1912,113_hr5431,q7,3071.0,1,
1913,113_hr3019,q7,3073.0,1,
1914,113_hr556,q7,3074.0,1,
1915,113_s1323,q7,3076.0,1,
1916,113_hr5094,q7,3080.0,1,
1917,113_s462,q7,3086.0,1,
1918,113_s330,q7,3103.0,1,
1919,113_s1744,q7,3104.0,1,
1920,113_hr5503,q7,3105.0,1,
1921,113_hr1699,q7,3109.0,1,
1922,113_hr3398,q7,3114.0,1,
1923,113_s1467,q7,3119.0,1,
1924,113_hr4803,q7,3133.0,1,
1925,113_hr3509,q7,3136.0,1,
1926,113_hr671,q7,3152.0,1,
1927,113_hr1998,q7,3154.0,1,
1928,113_hr2856,q7,3164.0,1,
1929,113_hr1518,q7,3204.0,1,
1930,112_hr6382,q7,3250.0,1,
1931,112_hr3482,q7,3258.0,1,
1932,112_s2111,q7,3266.0,1,
1933,112_s3490,q7,3281.0,1,
1934,112_s207,q7,3282.0,1,
1935,112_s3294,q7,3283.0,1,
1936,112_hr5844,q7,3287.0,1,
1937,112_hr4077,q7,3288.0,1,
1938,112_hr6625,q7,3289.0,1,
1939,112_s2318,q7,3298.0,1,
1940,112_hr2169,q7,3322.0,1,
1941,112_hr3361,q7,3324.0,1,
1942,112_hr4098,q7,3325.0,1,
1943,112_hr2124,q7,3326.0,1,
1944,112_s3598,q7,3334.0,1,
1945,112_s813,q7,3336.0,1,
1946,112_hr3829,q7,3337.0,1,
1947,112_hr3193,q7,3348.0,1,
1948,112_hr2647,q7,3354.0,1,
1949,112_hr1711,q7,3367.0,1,
1950,112_s462,q7,3374.0,1,
1951,112_hr770,q7,3375.0,1,
1952,112_hr577,q7,3383.0,1,
1953,112_s1887,q7,3386.0,1,
1954,112_s21,q7,3388.0,1,
1955,112_s3335,q7,3390.0,1,
1956,112_s3456,q7,3391.0,1,
1957,112_hr6016,q7,3395.0,1,
1958,112_hr915,q7,3400.0,1,
1959,112_hr6185,q7,3414.0,1,
1960,112_s3328,q7,3420.0,1,
1961,112_hr3766,q7,3426.0,1,
1962,112_s1749,q7,3429.0,1,
1963,112_hr4018,q7,3433.0,1,
1964,112_hr365,q7,3435.0,1,
1965,112_hr6561,q7,3437.0,1,
1966,112_hr3071,q7,3438.0,1,
1967,112_hr6628,q7,3442.0,1,
1968,112_s1723,q7,3456.0,1,
1969,112_s1261,q7,3458.0,1,
1970,112_hr2730,q7,3463.0,1,
1971,112_hr1793,q7,3464.0,1,
1972,112_hr5947,q7,3501.0,1,
1973,112_hr2699,q7,3511.0,1,
1974,112_hr1193,q7,3518.0,1,
1975,112_hr6205,q7,3532.0,1,
1976,112_hr4303,q7,3541.0,1,
1977,112_hr367,q7,3547.0,1,
1978,112_hr2252,q7,3551.0,1,
1979,112_s185,q7,3553.0,1,
1980,112_hr4344,q7,3556.0,1,
1981,112_hr890,q7,3570.0,1,
1982,112_hr156,q7,3583.0,1,
1983,112_hr3120,q7,3591.0,1,
1984,112_hr2665,q7,3605.0,1,
1985,112_s410,q7,3609.0,1,
1986,112_hr2839,q7,3613.0,1,
1987,112_hr2952,q7,3623.0,1,
1988,112_hr77,q7,3624.0,1,
1989,112_hr440,q7,3644.0,1,
1990,112_s2062,q7,3647.0,1,
1991,112_s464,q7,3658.0,1,
1992,112_s1308,q7,3660.0,1,
1993,112_hr2986,q7,3665.0,1,
1994,112_s1050,q7,3674.0,1,
1995,112_hr1299,q7,3677.0,1,
1996,112_s41,q7,3686.0,1,
1997,112_s744,q7,3692.0,1,
1998,112_hr5904,q7,3702.0,1,
1999,112_hr1981,q7,3704.0,1,
2000,112_s1517,q7,3706.0,1,
2001,112_hr3401,q7,3709.0,1,
2002,112_hr3443,q7,3711.0,1,
2003,112_s3646,q7,3716.0,1,
2004,112_s922,q7,3718.0,1,
2005,112_hr6557,q7,3719.0,1,
2006,112_hr6411,q7,3720.0,1,
2007,112_s1920,q7,3873.0,1,
2008,112_hr3977,q7,3902.0,1,
2009,112_hr2801,q7,3903.0,1,
2010,112_hr1266,q7,3933.0,1,
2011,112_hr2235,q7,3947.0,1,
2012,112_hr1517,q7,3959.0,1,
2013,112_hr322,q7,3965.0,1,
2014,112_hr496,q7,3971.0,1,
2015,112_hr5815,q7,3972.0,1,
2016,112_hr2786,q7,3974.0,1,
2017,112_s3358,q7,3984.0,1,
2018,112_s3389,q7,3987.0,1,
2019,112_s1689,q7,3992.0,1,
2020,112_hr5739,q7,4005.0,1,
2021,112_hr222,q7,4010.0,1,
2022,112_hr6036,q7,4020.0,1,
2023,112_s1760,q7,4022.0,1,
2024,112_hr1077,q7,4023.0,1,
2025,112_hr759,q7,4025.0,1,
2026,112_hr4223,q7,4043.0,1,
2027,112_s3569,q7,4049.0,1,
2028,112_s1437,q7,4055.0,1,
2029,112_hr44,q7,4064.0,1,
2030,112_s3692,q7,4067.0,1,
2031,112_hr4259,q7,4070.0,1,
2032,112_hr6176,q7,4072.0,1,
2033,112_s1877,q7,4093.0,1,
2034,112_hr3650,q7,4102.0,1,
2035,112_hr2886,q7,4103.0,1,
2036,112_hr1279,q7,4104.0,1,
2037,112_hr6339,q7,4106.0,1,
2038,112_hr5546,q7,4114.0,1,
2039,112_s1534,q7,4117.0,1,
2040,112_hr3172,q7,4121.0,1,
2041,112_hr6654,q7,4124.0,1,
2042,112_hr6357,q7,4125.0,1,
2043,112_hr5684,q7,4133.0,1,
2044,112_s372,q7,4149.0,1,
2045,112_s168,q7,4150.0,1,
2046,112_hr2524,q7,4158.0,1,
2047,112_s658,q7,4160.0,1,
2048,112_hr6590,q7,4161.0,1,
2049,112_s3431,q7,4162.0,1,
2050,112_hr4228,q7,4165.0,1,
2051,112_s2254,q7,4166.0,1,
2052,112_hr3725,q7,4167.0,1,
2053,112_s856,q7,4173.0,1,
2054,112_s3190,q7,4177.0,1,
2055,112_hr112,q7,4186.0,1,
2056,112_hr3260,q7,4187.0,1,
2057,112_s1507,q7,4190.0,1,
2058,112_s3631,q7,4193.0,1,
2059,112_hr4247,q7,4199.0,1,
2060,112_hr3285,q7,4202.0,1,
2061,112_s3660,q7,4212.0,1,
2062,112_s2885,q7,4214.0,1,
2063,112_s1236,q7,4219.0,1,
2064,112_hr4119,q7,4225.0,1,
2065,112_s1591,q7,4229.0,1,
2066,112_hr2445,q7,4230.0,1,
2067,112_s3622,q7,4235.0,1,
2068,112_s1791,q7,4239.0,1,
2069,112_hr3114,q7,4242.0,1,
2070,112_s1551,q7,4243.0,1,
2071,112_hr2428,q7,4244.0,1,
2072,112_s3527,q7,4245.0,1,
2073,112_s1997,q7,4253.0,1,
2074,112_s1054,q7,4256.0,1,
2075,112_s235,q7,4257.0,1,
2076,112_hr1591,q7,4264.0,1,
2077,112_hr1509,q7,4268.0,1,
2078,112_s1419,q7,4273.0,1,
2079,112_hr2881,q7,4280.0,1,
2080,112_hr3435,q7,4286.0,1,
2081,112_hr6638,q7,4294.0,1,
2082,112_s954,q7,4299.0,1,
2083,112_hr2463,q7,4301.0,1,
2084,112_s575,q7,4302.0,1,
2085,112_hr3839,q7,4303.0,1,
2086,112_s1324,q7,4304.0,1,
2087,112_s1984,q7,4306.0,1,
2088,112_hr2234,q7,4307.0,1,
2089,112_hr2299,q7,4314.0,1,
2090,112_hr2074,q7,4319.0,1,
2091,112_hr6695,q7,4320.0,1,
2092,112_s1970,q7,4324.0,1,
2093,112_s1469,q7,4326.0,1,
2094,112_s2197,q7,4330.0,1,
2095,112_s1263,q7,4331.0,1,
2096,112_s1959,q7,4332.0,1,
2097,112_hr4122,q7,4334.0,1,
2098,112_hr1127,q7,4336.0,1,
2099,112_s798,q7,4340.0,1,
2100,112_hr6101,q7,4343.0,1,
2101,112_hr1648,q7,4349.0,1,
2102,112_hr3672,q7,4352.0,1,
2103,112_s431,q7,4355.0,1,
2104,112_hr800,q7,4356.0,1,
2105,112_s3523,q7,4359.0,1,
2106,112_hr6388,q7,4360.0,1,
2107,112_s50,q7,4361.0,1,
2108,112_hr3547,q7,4377.0,1,
2109,112_hr6014,q7,4389.0,1,
2110,112_hr3783,q7,4432.0,1,
2111,112_hr886,q7,4456.0,1,
2112,111_hr2684,q7,4508.0,1,
2113,111_hr1913,q7,4509.0,1,
2114,111_hr1779,q7,4515.0,1,
2115,111_s1424,q7,4520.0,1,
2116,111_s1327,q7,4528.0,1,
2117,111_hr1956,q7,4536.0,1,
2118,111_hr5232,q7,4545.0,1,
2119,111_hr3628,q7,4551.0,1,
2120,111_hr4231,q7,4556.0,1,
2121,111_hr3630,q7,4558.0,1,
2122,111_s167,q7,4567.0,1,
2123,111_hr1139,q7,4568.0,1,
2124,111_hr6090,q7,4573.0,1,
2125,111_hr4055,q7,4585.0,1,
2126,111_s1146,q7,4586.0,1,
2127,111_hr4614,q7,4593.0,1,
2128,111_hr6214,q7,4599.0,1,
2129,111_s2885,q7,4601.0,1,
2130,111_hr6542,q7,4603.0,1,
2131,111_hr6011,q7,4619.0,1,
2132,111_hr3995,q7,4620.0,1,
2133,111_hr970,q7,4625.0,1,
2134,111_hr6547,q7,4627.0,1,
2135,111_s720,q7,4631.0,1,
2136,111_hr3315,q7,4639.0,1,
2137,111_hr4567,q7,4658.0,1,
2138,111_hr1748,q7,4661.0,1,
2139,111_s4045,q7,4667.0,1,
2140,111_hr3287,q7,4675.0,1,
2141,111_s2903,q7,4676.0,1,
2142,111_hr2822,q7,4677.0,1,
2143,111_hr1374,q7,4682.0,1,
2144,111_hr5913,q7,4693.0,1,
2145,111_s3972,q7,4694.0,1,
2146,111_s208,q7,4699.0,1,
2147,111_hr6491,q7,4700.0,1,
2148,111_hr5351,q7,4703.0,1,
2149,111_hr6041,q7,4707.0,1,
2150,111_s1789,q7,4708.0,1,
2151,111_s3353,q7,4709.0,1,
2152,111_s3666,q7,4710.0,1,
2153,111_hr2083,q7,4718.0,1,
