,docno,qid,rank,score,new_score
2835,104_hr2470,q7,8972.0,2,
2836,104_hr4016,q7,8994.0,2,
2837,104_hr3745,q7,9016.0,2,
2838,104_hr3476,q7,9018.0,2,
2839,104_hr2092,q7,9019.0,2,
2840,104_hr3972,q7,9021.0,2,
2841,104_hr1916,q7,9039.0,2,
2842,104_s1058,q7,9041.0,2,
2843,104_hr2814,q7,9045.0,2,
2844,104_s2084,q7,9048.0,2,
2845,104_s2010,q7,9049.0,2,
2846,104_hr1758,q7,9082.0,2,
2847,104_hr1093,q7,9085.0,2,
2848,104_hr2758,q7,9094.0,2,
2849,104_s1378,q7,9102.0,2,
2850,104_s1606,q7,9104.0,2,
2851,104_hr2414,q7,9106.0,2,
2852,104_hr3145,q7,9127.0,2,
2853,104_hr1738,q7,9128.0,2,
2854,104_s1390,q7,9133.0,2,
2855,104_hr3590,q7,9142.0,2,
2856,104_hr2618,q7,9143.0,2,
2857,104_hr3435,q7,9144.0,2,
2858,104_hr1201,q7,9145.0,2,
2859,104_s2165,q7,9150.0,2,
2860,104_s1207,q7,9163.0,2,
2861,104_hr1978,q7,9167.0,2,
2862,104_hr1853,q7,9169.0,2,
2863,104_s923,q7,9170.0,2,
2864,104_hr2511,q7,9177.0,2,
2865,104_hr3489,q7,9178.0,2,
2866,104_hr3713,q7,9179.0,2,
2867,104_hr992,q7,9181.0,2,
2868,104_hr3892,q7,9187.0,2,
2869,104_hr3872,q7,9188.0,2,
2870,104_s1864,q7,9189.0,2,
2871,104_hr3658,q7,9190.0,2,
2872,104_s1325,q7,9198.0,2,
2873,104_s1241,q7,9199.0,2,
2874,104_hr725,q7,9204.0,2,
2875,104_hr4011,q7,9211.0,2,
2876,104_s1243,q7,9212.0,2,
2877,104_hr3011,q7,9214.0,2,
2878,104_hr4249,q7,9215.0,2,
2879,104_s1511,q7,9217.0,2,
2880,104_s1367,q7,9224.0,2,
2881,104_hr2044,q7,9225.0,2,
2882,104_s771,q7,9226.0,2,
2883,104_hr205,q7,9227.0,2,
2884,104_hr1004,q7,9229.0,2,
2885,104_s270,q7,9232.0,2,
2886,104_hr3531,q7,9239.0,2,
2887,104_hr4030,q7,9241.0,2,
2888,104_hr4009,q7,9242.0,2,
2889,104_hr3664,q7,9243.0,2,
2890,104_s1789,q7,9245.0,2,
2891,104_hr3205,q7,9248.0,2,
2892,104_s1416,q7,9252.0,2,
2893,104_hr808,q7,9256.0,2,
2894,104_hr1416,q7,9260.0,2,
2895,104_hr3785,q7,9267.0,2,
2896,104_s1203,q7,9270.0,2,
2897,104_hr2252,q7,9271.0,2,
2898,104_s1112,q7,9273.0,2,
2899,104_s526,q7,9274.0,2,
2900,104_hr1521,q7,9275.0,2,
2901,104_hr1140,q7,9276.0,2,
2902,104_hr1124,q7,9277.0,2,
2903,104_hr503,q7,9278.0,2,
2904,104_hr4307,q7,9280.0,2,
2905,104_hr3248,q7,9282.0,2,
2906,104_hr3434,q7,9283.0,2,
2907,104_hr3389,q7,9284.0,2,
2908,104_hr3169,q7,9285.0,2,
2909,104_s1350,q7,9287.0,2,
2910,104_s1205,q7,9289.0,2,
2911,104_s1209,q7,9290.0,2,
2912,104_s1092,q7,9291.0,2,
2913,104_hr1668,q7,9292.0,2,
2914,104_hr1541,q7,9293.0,2,
2915,104_hr2654,q7,9297.0,2,
2916,104_s1794,q7,9299.0,2,
2917,104_hr3527,q7,9300.0,2,
2918,104_s1262,q7,9304.0,2,
2919,104_hr2179,q7,9305.0,2,
2920,104_s899,q7,9309.0,2,
2921,104_s571,q7,9310.0,2,
2922,104_hr4077,q7,9314.0,2,
2923,104_s1284,q7,9318.0,2,
2924,104_hr3179,q7,9319.0,2,
2925,104_hr1882,q7,9320.0,2,
2926,104_hr1126,q7,9322.0,2,
2927,104_s2157,q7,9326.0,2,
2928,104_hr3830,q7,9327.0,2,
2929,104_hr3806,q7,9328.0,2,
2930,104_hr3794,q7,9329.0,2,
2931,104_hr3766,q7,9330.0,2,
2932,104_s582,q7,9332.0,2,
2933,104_hr3383,q7,9333.0,2,
2934,104_s1401,q7,9334.0,2,
2935,104_s1283,q7,9338.0,3,
2936,104_s1274,q7,9339.0,3,
2937,104_hr2280,q7,9340.0,3,
2938,104_s1208,q7,9341.0,3,
2939,104_hr2053,q7,9342.0,3,
2940,104_hr487,q7,9344.0,3,
2941,104_hr392,q7,9346.0,3,
2942,104_hr452,q7,9348.0,3,
2943,104_hr3784,q7,9353.0,3,
2944,104_hr3812,q7,9355.0,3,
2945,104_hr1425,q7,9356.0,3,
2946,104_s1650,q7,9358.0,3,
2947,104_hr1038,q7,9359.0,3,
2948,104_hr2482,q7,9360.0,3,
2949,104_hr432,q7,9361.0,3,
2950,104_hr1147,q7,9362.0,3,
2951,104_s5,q7,9363.0,3,
2952,104_hr1095,q7,9364.0,3,
2953,104_hr910,q7,9365.0,3,
2954,104_hr4166,q7,9368.0,3,
2955,104_hr3023,q7,9375.0,3,
2956,104_hr2140,q7,9379.0,3,
2957,104_hr2244,q7,9380.0,3,
2958,104_hr1645,q7,9381.0,3,
2959,104_hr3307,q7,9387.0,3,
2960,104_hr3946,q7,9390.0,3,
2961,104_hr3294,q7,9393.0,3,
2962,104_hr2686,q7,9395.0,3,
2963,104_s885,q7,9397.0,3,
2964,104_hr1576,q7,9415.0,3,
2965,104_hr2058,q7,9416.0,3,
2966,104_hr1049,q7,9419.0,3,
2967,104_hr4159,q7,9420.0,3,
2968,104_hr3792,q7,9422.0,3,
2969,104_hr1507,q7,9427.0,3,
2970,104_hr1404,q7,9441.0,3,
2971,104_s638,q7,9449.0,3,
2972,104_hr560,q7,9452.0,3,
2973,104_hr447,q7,9470.0,3,
2974,104_hr622,q7,9478.0,3,
2975,104_hr3673,q7,9483.0,3,
2976,104_hr2651,q7,9490.0,3,
2977,104_hr1753,q7,9494.0,3,
2978,104_hr543,q7,9497.0,3,
2979,104_hr4167,q7,9498.0,3,
2980,104_hr2036,q7,9510.0,3,
2981,104_hr4000,q7,9570.0,3,
2982,104_hr450,q7,9577.0,3,
2983,108_s2329,q7,9730.0,3,
2984,108_hr4342,q7,9732.0,3,
2985,108_hr4123,q7,9734.0,3,
2986,108_hr4709,q7,9738.0,3,
2987,108_s810,q7,9739.0,3,
2988,108_hr3692,q7,9741.0,3,
2989,108_hr2539,q7,9773.0,3,
2990,108_hr3563,q7,9787.0,3,
2991,108_hr4022,q7,9798.0,3,
2992,108_hr5103,q7,9804.0,3,
2993,108_hr2946,q7,9809.0,3,
2994,108_s2333,q7,9813.0,3,
2995,108_s2871,q7,9814.0,3,
2996,108_hr2939,q7,9815.0,3,
2997,108_s2599,q7,9833.0,3,
2998,108_hr3037,q7,9834.0,3,
2999,108_hr3424,q7,9840.0,3,
3000,108_hr776,q7,9857.0,3,
3001,108_s969,q7,9858.0,3,
3002,108_hr2436,q7,9860.0,3,
3003,108_hr2517,q7,9864.0,3,
3004,108_hr4038,q7,9871.0,3,
3005,108_hr3541,q7,9874.0,3,
3006,108_hr2926,q7,9875.0,3,
3007,108_s684,q7,9888.0,3,
3008,108_s672,q7,9892.0,3,
3009,108_s329,q7,9896.0,3,
3010,108_s2154,q7,9900.0,3,
3011,108_s1608,q7,9906.0,3,
3012,108_hr2038,q7,9908.0,3,
3013,108_s1983,q7,9913.0,3,
3014,108_s1431,q7,9916.0,3,
3015,108_hr3929,q7,9920.0,3,
3016,108_hr1440,q7,9922.0,3,
3017,108_s149,q7,9924.0,3,
3018,108_hr3972,q7,9931.0,3,
3019,108_s2934,q7,9932.0,3,
3020,108_s2869,q7,9933.0,3,
3021,108_hr3171,q7,9935.0,3,
3022,108_hr3092,q7,9937.0,3,
3023,108_hr1009,q7,9938.0,3,
3024,108_hr2166,q7,9939.0,3,
3025,108_s2555,q7,9950.0,3,
3026,108_hr4657,q7,9952.0,3,
3027,108_s1484,q7,9956.0,3,
3028,108_hr5068,q7,9958.0,3,
3029,108_hr4661,q7,9965.0,3,
3030,108_s1837,q7,9966.0,3,
3031,108_hr4159,q7,9970.0,3,
3032,108_hr3352,q7,9971.0,3,
3033,108_hr3922,q7,9973.0,3,
3034,108_hr1036,q7,9986.0,3,
3035,108_s1932,q7,9988.0,3,
3036,108_hr221,q7,10008.0,3,
3037,108_hr1211,q7,10009.0,3,
3038,108_s2720,q7,10011.0,3,
3039,108_s2705,q7,10012.0,3,
3040,108_hr2035,q7,10016.0,3,
3041,108_s2636,q7,10023.0,3,
3042,108_hr2954,q7,10030.0,3,
3043,108_hr1540,q7,10033.0,3,
3044,108_s1743,q7,10035.0,3,
3045,108_s2760,q7,10042.0,3,
3046,108_hr200,q7,10046.0,3,
3047,108_hr2949,q7,10058.0,3,
3048,108_s2202,q7,10065.0,3,
3049,108_s2625,q7,10078.0,3,
3050,108_s1665,q7,10086.0,3,
3051,108_hr1997,q7,10091.0,3,
3052,108_hr2574,q7,10096.0,3,
3053,108_hr1731,q7,10097.0,3,
3054,108_s223,q7,10105.0,3,
3055,108_hr2222,q7,10126.0,3,
3056,108_s1633,q7,10150.0,3,
3057,108_hr3007,q7,10155.0,3,
3058,108_s910,q7,10156.0,3,
3059,108_hr889,q7,10166.0,3,
3060,108_s771,q7,10168.0,3,
3061,108_s2227,q7,10182.0,3,
3062,108_hr1414,q7,10193.0,3,
3063,108_hr2382,q7,10199.0,3,
3064,108_hr2193,q7,10200.0,3,
3065,108_hr2853,q7,10203.0,3,
3066,108_hr401,q7,10204.0,3,
3067,108_hr5347,q7,10208.0,3,
3068,108_hr3633,q7,10217.0,3,
3069,108_hr1684,q7,10219.0,3,
3070,108_s2242,q7,10220.0,3,
3071,108_hr1210,q7,10223.0,3,
3072,108_s1235,q7,10225.0,3,
3073,108_hr801,q7,10226.0,3,
3074,108_hr2616,q7,10227.0,3,
3075,108_s216,q7,10228.0,3,
3076,108_s606,q7,10232.0,3,
3077,108_s73,q7,10236.0,3,
3078,108_hr3076,q7,10237.0,3,
3079,108_hr1538,q7,10245.0,3,
3080,108_hr3887,q7,10248.0,3,
3081,108_s950,q7,10251.0,3,
3082,108_s1275,q7,10255.0,3,
3083,108_s2734,q7,10258.0,3,
3084,108_hr3386,q7,10265.0,3,
3085,108_hr298,q7,10274.0,3,
3086,108_s2917,q7,10277.0,3,
3087,108_hr4168,q7,10351.0,3,
3088,108_s1811,q7,10430.0,3,
3089,108_hr1259,q7,10483.0,3,
3090,108_s1141,q7,10489.0,3,
3091,108_hr4395,q7,10495.0,3,
3092,108_hr4105,q7,10505.0,3,
3093,108_hr5162,q7,10506.0,3,
3094,108_s2219,q7,10511.0,3,
3095,108_hr4810,q7,10518.0,3,
3096,108_hr3016,q7,10523.0,3,
3097,108_hr1482,q7,10530.0,3,
3098,108_hr4358,q7,10531.0,3,
3099,108_hr2076,q7,10540.0,3,
3100,108_s2199,q7,10542.0,3,
3101,108_hr818,q7,10544.0,3,
3102,108_hr3562,q7,10545.0,3,
3103,108_hr3644,q7,10562.0,3,
3104,108_hr4587,q7,10567.0,3,
3105,108_hr3425,q7,10572.0,3,
3106,108_hr669,q7,10573.0,3,
3107,108_hr4143,q7,10595.0,3,
3108,108_s549,q7,10597.0,3,
3109,108_hr5182,q7,10606.0,3,
3110,108_hr751,q7,10615.0,3,
3111,108_hr1704,q7,10618.0,3,
3112,108_hr3904,q7,10628.0,3,
3113,108_hr4942,q7,10630.0,3,
3114,108_hr1147,q7,10632.0,3,
3115,108_hr4728,q7,10667.0,3,
3116,108_hr5148,q7,10674.0,3,
3117,108_s1553,q7,10675.0,3,
3118,108_s1740,q7,10681.0,3,
3119,108_hr2370,q7,10682.0,3,
3120,108_hr4255,q7,10709.0,3,
3121,108_hr3866,q7,10718.0,3,
3122,108_hr4166,q7,10719.0,3,
3123,108_s1184,q7,10720.0,3,
3124,108_hr3774,q7,10746.0,3,
3125,108_hr756,q7,10748.0,3,
3126,108_hr1543,q7,10757.0,3,
3127,108_hr875,q7,10758.0,3,
3128,108_s2032,q7,10785.0,3,
3129,108_hr5402,q7,10787.0,3,
3130,108_hr5222,q7,10789.0,3,
3131,108_s731,q7,10797.0,3,
3132,108_hr3634,q7,10827.0,3,
3133,108_hr2885,q7,10828.0,3,
3134,108_hr2570,q7,10831.0,3,
3135,108_s1728,q7,10833.0,3,
3136,108_hr2752,q7,10835.0,3,
3137,108_hr647,q7,10865.0,3,
3138,108_s2414,q7,10870.0,3,
3139,108_hr2240,q7,10892.0,3,
3140,108_hr2630,q7,10902.0,3,
3141,108_hr4971,q7,10903.0,3,
3142,108_hr3593,q7,10904.0,3,
3143,108_hr3807,q7,10905.0,3,
3144,108_s2129,q7,10907.0,3,
3145,108_hr1433,q7,10910.0,3,
3146,108_s121,q7,10915.0,3,
3147,108_s3010,q7,10918.0,3,
3148,108_s2269,q7,10925.0,3,
3149,108_s266,q7,10942.0,3,
3150,108_hr2224,q7,10945.0,3,
3151,108_s2849,q7,10949.0,3,
3152,108_s2818,q7,10952.0,3,
3153,108_hr4758,q7,10953.0,3,
3154,108_s2462,q7,10957.0,3,
3155,108_hr4183,q7,10959.0,3,
3156,108_s2069,q7,10963.0,3,
3157,108_s2051,q7,10964.0,3,
3158,108_s1911,q7,10968.0,3,
3159,108_hr2975,q7,10977.0,3,
3160,108_hr2155,q7,10981.0,3,
3161,108_s199,q7,10997.0,3,
3162,108_hr1800,q7,10998.0,3,
3163,108_s2728,q7,10999.0,3,
3164,108_hr3274,q7,11002.0,3,
3165,108_s1780,q7,11009.0,3,
3166,108_hr484,q7,11011.0,3,
3167,108_hr5404,q7,11013.0,3,
3168,108_hr5217,q7,11015.0,3,
3169,108_hr4909,q7,11019.0,3,
3170,108_hr4564,q7,11021.0,3,
3171,108_hr3897,q7,11028.0,3,
3172,108_hr3788,q7,11030.0,3,
3173,108_hr3297,q7,11033.0,3,
3174,108_s1147,q7,11037.0,3,
3175,108_hr1982,q7,11039.0,3,
3176,108_hr1458,q7,11044.0,3,
3177,108_s609,q7,11048.0,3,
3178,108_s350,q7,11050.0,3,
3179,108_s201,q7,11051.0,3,
3180,108_hr2143,q7,11057.0,3,
3181,108_s2708,q7,11058.0,3,
3182,108_s851,q7,11059.0,3,
3183,108_hr5250,q7,11064.0,3,
3184,108_hr4830,q7,11068.0,3,
3185,108_s2662,q7,11069.0,3,
3186,108_hr4373,q7,11070.0,3,
3187,108_hr4749,q7,11071.0,3,
3188,108_hr4313,q7,11075.0,3,
3189,108_hr4076,q7,11081.0,3,
3190,108_hr3024,q7,11084.0,3,
3191,108_hr3406,q7,11086.0,3,
3192,108_hr1178,q7,11097.0,3,
3193,108_s436,q7,11098.0,3,
3194,108_s45,q7,11103.0,3,
3195,108_hr2424,q7,11108.0,3,
3196,108_s2980,q7,11110.0,3,
3197,108_s2837,q7,11115.0,3,
3198,108_hr5038,q7,11116.0,3,
3199,108_hr4212,q7,11119.0,3,
3200,108_hr4211,q7,11120.0,3,
3201,108_hr4214,q7,11123.0,3,
3202,108_hr3907,q7,11125.0,3,
3203,108_hr1148,q7,11126.0,3,
3204,108_hr3605,q7,11127.0,3,
3205,108_hr3695,q7,11128.0,3,
3206,108_hr3461,q7,11129.0,3,
3207,108_hr3546,q7,11130.0,3,
3208,108_hr3496,q7,11131.0,3,
3209,108_hr3435,q7,11133.0,3,
3210,108_hr3186,q7,11137.0,3,
3211,108_hr3002,q7,11138.0,3,
3212,108_hr2073,q7,11141.0,3,
3213,108_hr2334,q7,11142.0,3,
3214,108_s921,q7,11146.0,3,
3215,108_s872,q7,11147.0,3,
3216,108_hr1542,q7,11148.0,3,
3217,108_hr1154,q7,11150.0,3,
3218,108_s193,q7,11151.0,3,
3219,108_s2112,q7,11152.0,3,
3220,108_s1414,q7,11153.0,3,
3221,108_hr4792,q7,11157.0,3,
3222,108_s2919,q7,11160.0,3,
3223,108_hr4875,q7,11164.0,3,
3224,108_hr5000,q7,11165.0,3,
3225,108_s2681,q7,11166.0,3,
3226,108_s2216,q7,11176.0,3,
3227,108_hr3616,q7,11179.0,3,
3228,108_s1797,q7,11182.0,3,
3229,108_hr3227,q7,11185.0,3,
3230,108_hr2243,q7,11190.0,3,
3231,108_s321,q7,11193.0,3,
3232,108_s820,q7,11195.0,3,
3233,108_hr891,q7,11196.0,3,
3234,108_hr1103,q7,11197.0,3,
3235,108_s533,q7,11198.0,3,
3236,108_s479,q7,11199.0,3,
3237,108_s1233,q7,11211.0,3,
3238,108_hr5124,q7,11214.0,3,
3239,108_hr4889,q7,11218.0,3,
3240,108_hr4559,q7,11223.0,3,
3241,108_hr3754,q7,11224.0,3,
3242,108_hr3712,q7,11225.0,3,
3243,108_hr4428,q7,11226.0,3,
3244,108_hr4462,q7,11227.0,3,
3245,108_s2443,q7,11229.0,3,
3246,108_s1974,q7,11232.0,3,
3247,108_hr4167,q7,11233.0,3,
3248,108_hr3357,q7,11237.0,3,
3249,108_hr2820,q7,11238.0,3,
3250,108_hr2761,q7,11239.0,3,
3251,108_s1539,q7,11240.0,3,
3252,108_hr1993,q7,11245.0,3,
3253,108_hr1464,q7,11248.0,3,
3254,108_hr2527,q7,11262.0,3,
3255,108_hr5236,q7,11263.0,3,
3256,108_hr5046,q7,11264.0,3,
3257,108_hr5178,q7,11265.0,3,
3258,108_hr5096,q7,11266.0,3,
3259,108_hr4388,q7,11268.0,3,
3260,108_s2764,q7,11269.0,3,
3261,108_s2675,q7,11270.0,3,
3262,108_hr4604,q7,11272.0,3,
3263,108_hr4250,q7,11274.0,3,
3264,108_s1709,q7,11276.0,3,
3265,108_s2205,q7,11279.0,3,
3266,108_hr3511,q7,11282.0,3,
3267,108_s1888,q7,11284.0,3,
3268,108_s1781,q7,11287.0,3,
3269,108_hr3106,q7,11288.0,3,
3270,108_hr3251,q7,11289.0,3,
3271,108_hr2537,q7,11292.0,3,
3272,108_hr2250,q7,11293.0,3,
3273,108_hr2047,q7,11295.0,3,
3274,108_hr1553,q7,11296.0,3,
3275,108_hr1364,q7,11297.0,3,
3276,108_hr1075,q7,11298.0,3,
3277,108_hr1039,q7,11299.0,3,
3278,108_s544,q7,11300.0,3,
3279,108_s303,q7,11302.0,3,
3280,108_s215,q7,11304.0,3,
3281,108_hr218,q7,11305.0,3,
3282,108_hr5118,q7,11308.0,3,
3283,108_s1947,q7,11310.0,3,
3284,108_hr4914,q7,11314.0,3,
3285,108_hr4975,q7,11315.0,3,
3286,108_hr4824,q7,11316.0,3,
3287,108_hr4674,q7,11318.0,3,
3288,108_hr4129,q7,11319.0,3,
3289,108_hr3871,q7,11320.0,3,
3290,108_s1029,q7,11328.0,3,
3291,108_hr608,q7,11331.0,3,
3292,108_hr5329,q7,11343.0,3,
3293,108_s2878,q7,11345.0,3,
3294,108_hr4965,q7,11350.0,3,
3295,108_s2715,q7,11351.0,3,
3296,108_hr4655,q7,11353.0,3,
3297,108_hr4649,q7,11354.0,3,
3298,108_hr4557,q7,11355.0,3,
3299,108_hr4512,q7,11356.0,3,
3300,108_s2453,q7,11357.0,3,
3301,108_hr3978,q7,11360.0,3,
3302,108_s2232,q7,11361.0,3,
3303,108_s1612,q7,11363.0,3,
3304,108_s2045,q7,11364.0,3,
3305,108_hr3430,q7,11365.0,3,
3306,108_s1039,q7,11367.0,3,
3307,108_hr1224,q7,11368.0,3,
3308,108_hr2466,q7,11374.0,3,
3309,108_hr1497,q7,11375.0,3,
3310,108_hr1931,q7,11376.0,3,
3311,108_hr1676,q7,11377.0,3,
3312,108_hr1626,q7,11380.0,3,
3313,108_hr819,q7,11385.0,3,
3314,108_s2635,q7,11389.0,3,
3315,108_hr5111,q7,11396.0,3,
3316,108_hr5102,q7,11398.0,3,
3317,108_hr4974,q7,11404.0,3,
3318,108_hr4511,q7,11405.0,3,
3319,108_hr4522,q7,11408.0,3,
3320,108_hr3722,q7,11413.0,3,
3321,108_s2235,q7,11415.0,3,
3322,108_s2225,q7,11416.0,3,
3323,108_hr3034,q7,11419.0,3,
3324,108_s929,q7,11420.0,3,
3325,108_hr2716,q7,11421.0,3,
3326,108_hr2717,q7,11424.0,3,
3327,108_s1327,q7,11427.0,3,
3328,108_hr2235,q7,11428.0,3,
3329,108_hr2419,q7,11430.0,3,
3330,108_hr1647,q7,11433.0,3,
3331,108_hr1401,q7,11434.0,3,
3332,108_hr1590,q7,11435.0,3,
3333,108_hr1449,q7,11436.0,3,
3334,108_hr1208,q7,11437.0,3,
3335,108_s736,q7,11438.0,3,
3336,108_s253,q7,11447.0,3,
3337,108_hr1636,q7,11450.0,3,
3338,108_hr5073,q7,11451.0,3,
3339,108_s2261,q7,11452.0,3,
3340,108_hr4793,q7,11453.0,3,
3341,108_s2519,q7,11457.0,3,
3342,108_hr4230,q7,11458.0,3,
3343,108_hr4169,q7,11459.0,3,
3344,108_hr3973,q7,11461.0,3,
3345,108_hr3853,q7,11462.0,3,
3346,108_hr3749,q7,11463.0,3,
3347,108_hr3530,q7,11464.0,3,
3348,108_hr3591,q7,11465.0,3,
3349,108_hr2880,q7,11471.0,3,
3350,108_s985,q7,11473.0,3,
3351,108_hr2009,q7,11476.0,3,
3352,108_hr1096,q7,11478.0,3,
3353,108_hr1366,q7,11479.0,3,
3354,108_hr1376,q7,11481.0,3,
3355,108_hr1070,q7,11486.0,3,
3356,108_hr5332,q7,11499.0,3,
3357,108_hr4772,q7,11503.0,3,
3358,108_hr4826,q7,11505.0,3,
3359,108_hr2824,q7,11510.0,3,
3360,108_hr1175,q7,11514.0,3,
3361,108_hr2692,q7,11516.0,3,
3362,108_s1143,q7,11521.0,3,
3363,108_hr321,q7,11526.0,3,
3364,108_s1451,q7,11528.0,3,
3365,108_hr4662,q7,11536.0,3,
3366,108_s1107,q7,11538.0,3,
3367,108_hr4284,q7,11539.0,3,
3368,108_hr2284,q7,11543.0,3,
3369,108_hr2416,q7,11545.0,3,
3370,108_s2889,q7,11553.0,3,
3371,108_hr4258,q7,11556.0,3,
3372,108_hr4361,q7,11565.0,3,
3373,108_hr3539,q7,11567.0,3,
3374,108_hr3088,q7,11572.0,3,
3375,108_hr4032,q7,11574.0,3,
3376,108_hr4056,q7,11575.0,3,
3377,108_hr338,q7,11578.0,3,
3378,108_hr4706,q7,11579.0,3,
3379,108_s2195,q7,11594.0,3,
3380,108_s2178,q7,11596.0,3,
3381,108_hr3054,q7,11601.0,3,
3382,108_s1210,q7,11602.0,3,
3383,108_hr3446,q7,11603.0,3,
3384,108_s982,q7,11607.0,3,
3385,108_hr1415,q7,11610.0,3,
3386,108_hr4634,q7,11616.0,3,
3387,108_s551,q7,11618.0,3,
3388,108_hr2427,q7,11636.0,3,
3389,108_s239,q7,11638.0,3,
3390,108_hr1664,q7,11643.0,3,
3391,108_s2264,q7,11652.0,3,
3392,108_s1279,q7,11660.0,3,
3393,108_hr3242,q7,11674.0,3,
3394,108_hr4060,q7,11681.0,3,
3395,108_hr3146,q7,11685.0,3,
3396,108_hr2569,q7,11686.0,3,
3397,108_s1215,q7,11688.0,3,
3398,108_s2292,q7,11694.0,3,
3399,108_hr3015,q7,11695.0,3,
3400,108_s648,q7,11703.0,3,
3401,108_hr3632,q7,11710.0,3,
3402,108_hr3193,q7,11711.0,3,
3403,108_hr854,q7,11713.0,3,
3404,108_hr4259,q7,11727.0,3,
3405,108_s546,q7,11737.0,3,
3406,108_hr466,q7,11742.0,3,
3407,108_s2279,q7,11759.0,3,
3408,108_hr857,q7,11768.0,3,
3409,108_hr3479,q7,11773.0,3,
3410,108_hr3717,q7,11779.0,3,
3411,108_hr4116,q7,11823.0,3,
3412,105_s2100,q7,11939.0,3,
3413,105_hr3081,q7,11940.0,3,
3414,105_s602,q7,11947.0,3,
3415,105_s2355,q7,11948.0,3,
3416,105_hr2959,q7,11951.0,3,
3417,105_hr715,q7,11957.0,3,
3418,105_hr235,q7,11970.0,3,
3419,105_s923,q7,11977.0,3,
3420,105_s2332,q7,11982.0,3,
3421,105_hr1998,q7,11993.0,3,
3422,105_hr2121,q7,12001.0,3,
3423,105_s804,q7,12003.0,3,
3424,105_hr4039,q7,12006.0,3,
3425,105_hr2507,q7,12008.0,3,
3426,105_s172,q7,12012.0,3,
3427,105_hr4007,q7,12014.0,3,
3428,105_s54,q7,12024.0,3,
3429,105_hr266,q7,12025.0,3,
3430,105_hr4026,q7,12026.0,3,
3431,105_hr1322,q7,12029.0,3,
3432,105_hr169,q7,12030.0,3,
3433,105_s867,q7,12041.0,3,
3434,105_hr3893,q7,12055.0,3,
3435,105_s1357,q7,12062.0,3,
3436,105_hr4860,q7,12071.0,3,
3437,105_hr1029,q7,12092.0,3,
3438,105_hr2265,q7,12098.0,3,
3439,105_s564,q7,12101.0,3,
3440,105_s565,q7,12102.0,3,
3441,105_s836,q7,12107.0,3,
3442,105_s1605,q7,12117.0,3,
3443,105_hr657,q7,12122.0,3,
3444,105_s1129,q7,12137.0,3,
3445,105_hr1419,q7,12141.0,3,
3446,105_s543,q7,12147.0,3,
3447,105_s1591,q7,12148.0,3,
3448,105_s1044,q7,12154.0,3,
3449,105_s1554,q7,12162.0,3,
3450,105_hr2829,q7,12166.0,3,
3451,105_hr2181,q7,12172.0,3,
3452,105_hr4804,q7,12178.0,3,
3453,105_hr2184,q7,12179.0,3,
3454,105_hr4785,q7,12180.0,3,
3455,105_hr2194,q7,12181.0,3,
3456,105_hr4258,q7,12183.0,3,
3457,105_s596,q7,12191.0,3,
3458,105_s1122,q7,12192.0,3,
3459,105_hr4151,q7,12193.0,3,
3460,105_hr305,q7,12194.0,3,
3461,105_s503,q7,12200.0,3,
3462,105_hr4224,q7,12206.0,3,
3463,105_s512,q7,12208.0,3,
3464,105_s1637,q7,12210.0,3,
3465,105_hr3732,q7,12211.0,3,
3466,105_hr592,q7,12212.0,3,
3467,105_s2015,q7,12225.0,3,
3468,105_hr3858,q7,12238.0,3,
3469,105_hr2570,q7,12262.0,3,
3470,105_s642,q7,12263.0,3,
3471,105_hr4691,q7,12267.0,3,
3472,105_s1369,q7,12270.0,3,
3473,105_hr4034,q7,12283.0,3,
3474,105_hr1062,q7,12286.0,3,
3475,105_hr2358,q7,12292.0,3,
3476,105_s494,q7,12297.0,3,
3477,105_s544,q7,12299.0,3,
3478,105_hr1226,q7,12300.0,3,
3479,105_hr911,q7,12305.0,3,
3480,105_s1461,q7,12309.0,3,
3481,105_s515,q7,12311.0,3,
3482,105_hr1524,q7,12314.0,3,
3483,105_hr1173,q7,12315.0,3,
3484,105_hr4090,q7,12327.0,3,
3485,105_hr1072,q7,12343.0,3,
3486,105_s2561,q7,12347.0,3,
3487,105_s1100,q7,12358.0,3,
3488,105_s522,q7,12368.0,3,
3489,105_hr2413,q7,12370.0,3,
3490,105_hr3916,q7,12375.0,3,
3491,105_hr85,q7,12382.0,3,
3492,105_hr1972,q7,12384.0,3,
3493,105_hr225,q7,12386.0,3,
3494,105_hr3918,q7,12388.0,3,
3495,105_s2289,q7,12390.0,3,
3496,105_s2614,q7,12395.0,3,
3497,105_hr3017,q7,12398.0,3,
3498,105_hr2779,q7,12401.0,3,
3499,105_hr4291,q7,12403.0,3,
3500,105_hr123,q7,12406.0,3,
3501,105_hr750,q7,12407.0,3,
3502,105_hr3895,q7,12412.0,3,
3503,105_s438,q7,12414.0,3,
3504,105_hr530,q7,12415.0,3,
3505,105_hr764,q7,12420.0,3,
3506,105_hr1436,q7,12425.0,3,
3507,105_hr120,q7,12426.0,3,
3508,105_hr4100,q7,12427.0,3,
3509,105_hr3665,q7,12428.0,3,
3510,105_hr4660,q7,12429.0,3,
3511,105_hr1993,q7,12430.0,3,
3512,105_s2028,q7,12437.0,3,
3513,105_s1086,q7,12438.0,3,
3514,105_s2430,q7,12462.0,3,
3515,105_hr1325,q7,12518.0,3,
3516,105_hr3512,q7,12637.0,3,
